THEME,TITLE,ARTIST,YEAR,SPOTIFY_URL
Life and death,Someone Great,LCD Soundsystem,2007,http://open.spotify.com/track/2VGDntFPvgvqSiUf9ITEfW
Life and death,Sour Times,Portishead,1994,http://open.spotify.com/track/0vKW55N3nrlWCD4U3YTwaH
Life and death,Spirit in the Sky,Norman Greenbaum,1969,""
Life and death,St James Infirmary Blues,Louis Armstrong,1928,http://open.spotify.com/track/7J76OkHtp3A7ufswzoXdT1
Life and death,Stagger Lee,Lloyd Price,1958,http://open.spotify.com/track/3CrbWMJbTlI9T4pB7p5J35
Life and death,Stuck Between Stations,The Hold Steady,2006,http://open.spotify.com/track/4wp6Zi8ugh2aso4J3XnXln
Life and death,Suicidal Thoughts,The Notorious BIG,1994,http://open.spotify.com/track/5k8VqtBhkbAYakV5ZEFYNo
Life and death,Summertime,Ella Fitzgerald,1959,http://open.spotify.com/track/6igoGVFPInRBwkf4YawNRu
Life and death,Sunshine Superman,Donovan,1966,http://open.spotify.com/track/6HPxuDcDYHPAfyxIm796Cd
Life and death,Teen Angel,Mark Dinning,1959,""
Life and death,That’ll Be the Day,The Crickets,1957,http://open.spotify.com/track/1EsziXsEVchm2bueFMIzax
Life and death,The End of the Rainbow,Richard and Linda Thompson,1974,http://open.spotify.com/track/4A1SdZ4anubLlSu1NRtQuZ
Life and death,The Lonesome Death of Hattie Carroll,Bob Dylan,1964,""
Life and death,The Mercy Seat,Nick Cave and the Bad Seeds,1988,http://open.spotify.com/track/7i4motUtsM4VFIH5XEPJRR
Life and death,These Important Years,Hüsker Dü,1987,http://open.spotify.com/track/3a70lhNaUyjEFp8LKlMpxU
Life and death,This Is a Low,Blur,1994,http://open.spotify.com/track/1aQZJlD0KtNgZBkC74mTkd
Life and death,This Is the Day,The The,1983,http://open.spotify.com/track/5O7RVmqK3AYoFfyeafxOqH
Life and death,Tired of Being Alone,Al Green,1971,""
Life and death,Walk Like a Man,Frankie Valli and the Four Seasons,1963,http://open.spotify.com/track/3ebFVCEIcB3zW9RbnHk28D
Life and death,Warren Zevon,Keep Me in Your Heart,2003,""
Life and death,What a Wonderful World,Louis Armstrong,1968,http://open.spotify.com/track/2ZeRwblv2s82MQKvLoEzeV
Life and death,Will the Circle Be Unbroken (By and By),The Carter Family,1935,""
Life and death,Wish Someone Would Care,Irma Thomas,1964,http://open.spotify.com/track/4gyA9RzfJvZRw7YDDPJRZO
Life and death,Work,John Cale and Lou Reed,1990,""
Life and death,Working in a Coal Mine,Lee Dorsey,1966,http://open.spotify.com/track/5GR1Jj5ahZtoR6WqyM5LP4
Life and death,Workin’ Man’s Blues,Merle Haggard,1969,http://open.spotify.com/track/5TJ2aQyvZIexiWunUdKxka
Life and death,Yer Blues,The Beatles,1968,""
Life and death,Yesterday,The Beatles,1965,""
Life and death,You in the Sky,The Waterboys,2006,""
Love,"Let’s Do It, Let’s Fall in Love",Cole Porter,1928,""
Love,"Oh, Pretty Woman",Roy Orbison,1964,http://open.spotify.com/track/2DGXmZPZ07HnWkFj3AayR0
Love,"River Deep, Mountain High",Ike and Tina Turner,1966,http://open.spotify.com/track/4psjgB5e5HIuUeSVbEUY64
Love,90% of Me is You,Gwen McRae,1974,http://open.spotify.com/track/4dz8fFVtr8dPMqGThk5Cbs
Love,A Teenager in Love,Dion & the Belmonts,1960,http://open.spotify.com/track/17iHLt9yQLLeBN3g1woXzB
Love,Ain’t No Mountain High Enough,Marvin Gaye And Tammi Terrell,1967,http://open.spotify.com/track/77g8V7P1MkfiPXe8Rkxm7y
Love,Angel of the Morning,Merrilee and the Turnabouts,1968,""
Love,Are You Ready For Love,Elton John,1979,http://open.spotify.com/track/6TNHLD7QyX5KxdYmNwwDA6
Love,Baby Love,The Supremes,1964,http://open.spotify.com/track/5uM9zdUz8PpYJME9wZCM4W
Love,Be My Baby,The Ronettes,1963,http://open.spotify.com/track/0eXzLs2mOlkZXeftGN0SNH
Love,Blueberry Hill,Fats Domino,1956,http://open.spotify.com/track/25CTJ7xIrrWTHNtA7mq8Y6
Love,Born to Be With You,Dion,1975,""
Love,Bridge Over Troubled Water,Simon and Garfunkel,1970,http://open.spotify.com/track/1eAVDtuGhk1lVVjMbmFvsi
Love,Can’t Get You Out of My Head,Kylie Minogue,2001,http://open.spotify.com/track/2HpWHLtZldOcDn5qzX8kb2
Love,Can’t Help Falling in Love,Elvis Presley,1961,http://open.spotify.com/track/3Aw5RpV5q1zn66ck2jOQjs
Love,Constant Craving,KD Lang,1992,http://open.spotify.com/track/77NdXr1ANwNkMEtgBNS2ZD
Love,Crazy in Love,Beyoncé,2003,http://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr
Love,Cupid,Sam Cooke,1961,http://open.spotify.com/track/37ublgs2E1IIASg1it0v3t
Love,Deanna,Nick Cave and the Bad Seeds,1988,http://open.spotify.com/track/0XWoG02DaQES7ATCrbjx8D
Love,Do I Love You (Indeed I Do),Frank Wilson,1966,http://open.spotify.com/track/6QtbZ4rI3fJRufeNyi19Nd
Love,Do You Love Me?,The Contours,1962,http://open.spotify.com/track/1nalk6Yqn0vRg8iiYlfeYd
Love,Eight Days a Week,The Beatles,1964,""
Love,Elusive Butterfly,Bob Lind,1966,http://open.spotify.com/track/226EXK5tPVsqaZ2y9RACR0
Love,Everybody Needs Somebody to Love,Solomon Burke,1964,http://open.spotify.com/track/66GhKP6S6KqYMHR7xtGPoX
Love,Ev’ry Time We Say Goodbye,Ella Fitzgerald,1956,http://open.spotify.com/track/50KK7LxalUrWPtZxlhBJhn
Love,Fly Me to the Moon,Frank Sinatra,1966,http://open.spotify.com/track/09ityNOMUHKZ1sldYGWRCk
Love,Frederick,Patti Smith,1979,http://open.spotify.com/track/7AXFxcR4QfoTPaWinYCFB3
Love,Friday I’m in Love,The Cure,1992,http://open.spotify.com/track/6TaVUwd1GxmOcR337FZM75
Love,Get Me to the Church On Time,Frank Sinatra,1966,""
Love,Girl from the North Country,Bob Dylan,1963,http://open.spotify.com/track/4OfkpX0bONH3eSHQilGDnA
Love,Girl,The Beatles,1965,""
Love,Gloria,Them,1964,http://open.spotify.com/track/4VS4B6BjBK6liTPCf8O4aJ
Love,God Only Knows,The Beach Boys,1966,http://open.spotify.com/track/0ObrXLrfrqJUNc8RfmIBHP
Love,Good Vibrations,The Beach Boys,1966,http://open.spotify.com/track/2oF7FZHIJbzjeEXZ3D0Ku4
Love,Help Me,Joni Mitchell,1974,http://open.spotify.com/track/4gvV5Ib89fiwMtQ4biQQjd
Love,Here Comes the Night,Them/Van Morrison,1965,http://open.spotify.com/track/7knFQrGf88XnKjgyGrB70p
Love,Heroes,David Bowie,1977,http://open.spotify.com/track/1qyRX6xXvsmbxR6FEnVSv2
Love,Hounds of Love,Kate Bush,1985,""
Love,How Deep is Your Love?,The Bee Gees,1977,http://open.spotify.com/track/1gIKd24bixkgYzuxse32oR
Love,How Will I Know,Whitney Houston,1985,http://open.spotify.com/track/0xd9xioBzvbJ0KsqFUE1ob
Love,I Feel Love,Donna Summer,1977,http://open.spotify.com/track/6efRrfjV1YW1rtecLUHoP1
Love,I Got You Babe,Sonny and Cher,1965,http://open.spotify.com/track/4TbuzNasQqnKJc3bJdZ0wZ
Love,I Got a Woman,Ray Charles,1954,http://open.spotify.com/track/2xar08Fq5xra2KKZs5Bw9j
Love,I Never Loved a Man (The Way I Love You),Aretha Franklin,1967,http://open.spotify.com/track/0FE39WU0AcIcXdkMK0fxkr
Love,I Saw the Light,Todd Rundgren,1972,http://open.spotify.com/track/2QNMAvCnpIN6P43f8HPKp1
Love,I Say A Little Prayer,Aretha Franklin,1968,http://open.spotify.com/track/6bBwFPgVdWxuc4uWEyALCa
Love,I Walk the Line,Johnny Cash,1956,http://open.spotify.com/track/7wJepIHVDC88KzSyzNU1mA
Love,I Want to Hold Your Hand,The Beatles,1963,""
Love,I Will Always Love You,Dolly Parton,1974,http://open.spotify.com/track/1n3q9eF2qqOaWHBBQHLRXw
Love,Is This Love?,Bob Marley,1978,http://open.spotify.com/track/6wwxa6n8kSf3Bd0apxe0iy
Love,It Must Be Love,Labi Siffre,1971,http://open.spotify.com/track/2kLNtPuucbm4kPhzWpuOOM
Love,It’ll All Come Around,Patsy Gallant,1978,""
Love,I’ll Be Around,The Spinners,1972,http://open.spotify.com/track/2vLaES21zwbX1Rnmj56Bbb
Love,I’ll Stand By You,The Pretenders,1994,http://open.spotify.com/track/2bFG1ywgBAyZbJGMApTPfJ
Love,I’ll Take Care of You,Bobby “Blue” Bland,1959,http://open.spotify.com/track/5vUitXO0fTxxS293NR51jA
Love,I’m Into Something Good,Herman’s Hermits,1964,http://open.spotify.com/track/5tYLgBIbx3YVde84rRPNE9
Love,I’m So Proud,The Impressions,1964,http://open.spotify.com/track/6mLycrS3LfCUERnOWm8luW
Love,I’m So in Love,Leroy Hutson,1973,http://open.spotify.com/track/7yLQMOBHYEkFkFQcEoNEpR
Love,I’m in Love,Wilson Pickett,1967,http://open.spotify.com/track/4QDK12L3s53JECMOhx3mdh
Love,I’m in the Mood Again,Elvis Costello,2003,http://open.spotify.com/track/5HWC5PWLas7xQsjQPoeDpo
Love,Jack of All Parades,Elvis Costello and the Attractions,1986,""
Love,Kehma Hi Kya,A R Rahman,1995,""
Love,Killing Me Softly With His Song,Roberta Flack,1973,http://open.spotify.com/track/60SJRvzXJnVeVfS4RiH14u
Love,La Vie En Rose,Grace Jones,1977,http://open.spotify.com/track/50SLOKltoko04YawlAjDeH
Love,Leader of the Pack,The Shangri-Las,1964,http://open.spotify.com/track/7rwBWEQ6APQBQ5sFDOytDb
Love,Lean on Me,Bill Withers,1972,http://open.spotify.com/track/4IXTOcB1eMoE7dkBs6oRHr
Love,Let’s Get Married,Al Green,1974,""
Love,Let’s Get Married,The Proclaimers,1994,http://open.spotify.com/track/3P7bVGMkeVSJBOqQXPNJit
Love,Let’s Stay Together,Al Green,1971,http://open.spotify.com/track/1r5ix6rRcET3TUdnDSZ9Oo
Love,Let’s Stick Together,Bryan Ferry,1976,http://open.spotify.com/track/47KlEDyoBmF5ulJu6qmcHo
Love,Like a Hurricane,Neil Young,1977,http://open.spotify.com/track/1756tFft3p2hTUBzg9bKdQ
Love,Love Me Forever,Carlton and the Shoes,1968,""
Love,Love Me Tender,Elvis Presley,1956,http://open.spotify.com/track/65An7RQuVbAipQIYhJu0YJ
Love,Love and Happiness,Al Green,1972,""
Love,Love and Marriage,Frank Sinatra,1955,http://open.spotify.com/track/16y88kDkX8kgzFHMnXr33D
Love,Mad About the Boy,Dinah Washington,1952,http://open.spotify.com/track/3q393Yh4k0cu2wlTgyiW4v
Love,Madame George,Van Morrison,1968,http://open.spotify.com/track/0XGw1JFG1kE6rFi4rtvs7w
Love,Mandolin Wind,Rod Stewart,1971,http://open.spotify.com/track/2YIJ6PXSWgwo25sE9eIzuU
Love,Mehbooba Mehbooba,R D Burman,1975,""
Love,Music to Watch Girls By,Andy Williams,1967,http://open.spotify.com/track/5khJtAAIdaXwr3ZsQvvVv4
Love,My Girl,The Temptations,1964,http://open.spotify.com/track/0651FOAfvX33QIjpYL4F95
Love,My Love,Paul McCartney and Wings,1973,http://open.spotify.com/track/5SL1Vx2h1ULwp1EKYKp1UN
Love,Night Nurse,Gregory Isaacs,1982,http://open.spotify.com/track/2lPfcRMRLffiBTwLA9S8Vc
Love,No One,Alicia Keys,2007,http://open.spotify.com/track/1exNQxJp0tHfKe85qUpRJF
Love,One Day Like This,Elbow,2008,http://open.spotify.com/track/6PS9nzG6GUSPbD2A1xGWbm
Love,Only Love Can Break Your Heart,Neil Young,1970,http://open.spotify.com/track/3nQBejgpXbSdWpJsXKYWye
Love,Pour Some Sugar on Me,Def Leppard,1987,""
Love,Private Number,Judy Clay and William Bell,1968,http://open.spotify.com/track/5AdCyD1APnK7Drt81MDciC
Love,Puppy Love,Donny Osmond,1972,http://open.spotify.com/track/3ABtW1kSCzKlJGGDYFH7GV
Love,She Bangs the Drums,The Stone Roses,1989,http://open.spotify.com/track/5b6sFRZWMfcunej0zWE28r
Love,She Loves You,The Beatles,1963,""
Love,She is Beyond Good and Evil,The Pop Group,1979,http://open.spotify.com/track/2A99HGtYXdCZKYrvPqzA6v
Love,She,Gram Parsons,1973,http://open.spotify.com/track/0ik33iwk2do6Rf9rQs7e8X
Love,Sit Down I Think I Love You,Buffalo Springfield,1966,http://open.spotify.com/track/70dh9SQ7pcNLn7QE5dbIiX
Love,Something,The Beatles,1969,""
Love,Song for Whoever,The Beautiful South,1989,http://open.spotify.com/track/7k00fu054zyIgHEpkq5rBL
Love,Stand By Me,Ben E King,1961,http://open.spotify.com/track/2FVHVmsUOyNnhlwtFLjoMF
Love,Stay Free,The Clash,1978,""
Love,Stoned Love,The Supremes,1970,""
Love,Stoned Out of My Mind,The Chi-Lites,1973,http://open.spotify.com/track/3R35ltXFfFzAk5cCAKgZF8
Love,Summer Breeze,The Isley Brothers,1973,http://open.spotify.com/track/5tECQN3UPXULg4nzgkXM9r
Love,Sweet Child O’ Mine,Guns N’ Roses,1987,http://open.spotify.com/track/5HzLcjDzlykkKC0rw2R6WJ
Love,Sweet Little Sixteen,Chuck Berry,1958,http://open.spotify.com/track/1fDfWFb1YmdRWu5JZ9yANo
Love,Terry,Twinkle,1964,""
Love,That Old Black Magic,Louis Prima and Keely Smith,1959,http://open.spotify.com/track/0e7LFGPufvU4ITix9vNSuc
Love,That’s How Long,The Chi-Lites,1974,""
Love,The Dark End of the Street,James Carr,1967,""
Love,The Dutchman,Steve Goodman,1973,http://open.spotify.com/track/7gSXNrDpUr5mMDThxS6Y6i
Love,The Look of Love,ABC,1982,http://open.spotify.com/track/78j3qTBdzcIiT3eS7XymoD
Love,The Man I Love,Kate Bush,1994,""
Love,The Man With the Child in His Eyes,Kate Bush,1978,http://open.spotify.com/track/4xjVfArXNQRxAvsUpjmfMt
Love,The Power of Love,Frankie Goes to Hollywood,1984,http://open.spotify.com/track/2CUoxqW5bw2WOZPExmFvk1
Love,The Shining,Badly Drawn Boy,2000,http://open.spotify.com/track/2PojSoZ94AIzp7fsz6wtMt
Love,The Wedding Song,David Bowie,1993,http://open.spotify.com/track/0PUmT62MdJwmVf4sUjbHFW
Love,Then He Kissed Me,The Crystals,1963,http://open.spotify.com/track/6OoJfmP08PBCLic4JBztsJ
Love,There is a Light That Never Goes Out,The Smiths,1986,""
Love,Thirteen,Big Star,1972,""
Love,True Love Travels on a Gravel Road,Percy Sledge,1969,http://open.spotify.com/track/38r31rrb3wYnNPa3TCn4Mn
Love,Umbrella,Rihanna,2007,http://open.spotify.com/track/0dOAByk7pJESaNScxIr5wI
Love,Unchained Melody,The Righteous Brothers,1965,http://open.spotify.com/track/2ACjOtICHXrAlP3ijVMSvb
Love,Valerie,Mark Ronson featuring Amy Winehouse,2007,http://open.spotify.com/track/6wrRgHFLe5RgQLBVbnqCCe
Love,Visions of Johanna,Bob Dylan,1966,http://open.spotify.com/track/0D0fyyNszdh2FZeUoiHJx1
Love,Wannabe,The Spice Girls,1996,http://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
Love,Wedding Song,Bob Dylan,1974,http://open.spotify.com/track/6O5MMLdfCMSohn7uvSLXqS
Love,Why Do Fools Fall in Love?,The Teenagers featuring Frankie Lymon,1956,http://open.spotify.com/track/2xKfXRhw5xaUXfevJJspZf
Love,Wichita Linesman,Jimmy Webb,1968,http://open.spotify.com/track/4LKUWvk6kQDJSTkxP6TUYN
Love,Will You Love Me Tomorrow?,The Shirelles,1961,http://open.spotify.com/track/5SqfqdRQBq3JttB5Nh08H2
Love,With a Little Help from My Friends,The Beatles,1967,""
Love,Wouldn’t It Be Nice,The Beach Boys,1966,http://open.spotify.com/track/0cx32rX0uZvcJUP92Wkj2y
Love,Yellow,Coldplay,2000,http://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
Love,You Can’t Hurry Love,The Supremes,1966,http://open.spotify.com/track/046ZhBbIMSnG3UXHXJD1cy
Love,You Do Something to Me,Paul Weller,1995,http://open.spotify.com/track/0qWQxgHDjlE1kcLP0SHkRK
Love,You Gotta Come a Little Closer,Soul Brothers Six,1973,""
Love,You Really Got Me,The Kinks,1964,http://open.spotify.com/track/0yjEOL4g41q4rAqoguFF0s
Love,You’re All I Need to Get By,Marvin Gaye And Tammi Terrell,1968,http://open.spotify.com/track/6L7r59rN9s4mBSxZDiElTp
Love,You’re My Best Friend,Queen,1975,http://open.spotify.com/track/0WMmdTiZrDkObaABU7mylW
Love,You’ve Got a Friend,Randy Newman,1995,http://open.spotify.com/track/2O8YJmOg9lOgn5JNHF9Qi9
Love,You’ve Really Got a Hold On Me,Smokey Robinson and the Miracles,1962,http://open.spotify.com/track/7oLlI6vGHjjFfLkq0fq89A
Love,Zing! Went the Strings of My Heart,Judy Garland,1939,http://open.spotify.com/track/2vIuGZHuGRqcydnsVFC7Vp
Party songs,"Land of 1,000 Dances",Cannibal and the Headhunters,1965,http://open.spotify.com/track/0WRQZg69vaeU0fB2EHGAEw
Party songs,"Yes Sir, I Can Boogie",Baccara,1977,http://open.spotify.com/track/268jT4m5ztrceh5qdzpQ68
Party songs,(Under Mi) Sleng Teng,Wayne Smith,1985,http://open.spotify.com/track/3l9oTzHXnAJcg4x2jU6DvX
Party songs,(You Gotta) Fight for Your Right (To Party),Beastie Boys,1987,http://open.spotify.com/track/47jYDzCytZHNQkCEfs8Dgf
Party songs,(Your Love Keeps Lifting Me) Higher and Higher,Jackie Wilson,1967,""
Party songs,1999,Prince,1983,http://open.spotify.com/track/4CEKJRYtYDp0GPzw9JGZYX
Party songs,4 My People,Missy Elliott,2001,http://open.spotify.com/track/2er94TdlKpJSMZSc8qha09
Party songs,9pm (Till I Come),ATB,1999,http://open.spotify.com/track/1CgbwsrNDlFrRuk2ebQ7zr
Party songs,A Punk,Vampire Weekend,2008,http://open.spotify.com/track/0euZeG7kpPhtp4V6e8b9kC
Party songs,Acid Tracks,Phuture,1987,""
Party songs,All I Want for Christmas Is a Dukla Prague Away Kit,Half Man Half Biscuit,1986,""
Party songs,All Night Long (All Night),Lionel Richie,1983,http://open.spotify.com/track/7HcIV2tSBj8O8RtGed2ViS
Party songs,Baby Let’s Dance Together,Sapan Chakraborty,1978,""
Party songs,Back in Black,AC/DC,1980,""
Party songs,Back to My Roots,Richie Havens,1981,http://open.spotify.com/track/6PFsub5iIJwrBb8qBRqmiV
Party songs,Be Faithful,Fatman Scoop featuring the Crooklyn Clan,1999,""
Party songs,Beat the Clock,Sparks,1979,""
Party songs,Beautiful Stranger,Madonna,1999,http://open.spotify.com/track/0FEVHpFTuSJUY59YQjZm2G
Party songs,Because I Got High,Afroman,2001,http://open.spotify.com/track/5ztUVSEAJKW6lw4X03ae48
Party songs,Bedazzled,Dudley Moore and Peter Cook,1967,""
Party songs,Begin the Beguine,Artie Shaw,1938,http://open.spotify.com/track/7zZoN83WXRCiVCyzdCFihV
Party songs,Big Time Sensuality,Björk,1993,http://open.spotify.com/track/2MaZUlTMFaTWYH7VnQL6rk
Party songs,Biology,Girls Aloud,2005,http://open.spotify.com/track/5gVFOj7whQCfMoXNXePOIt
Party songs,Boogie Wonderland,"Earth, Wind and Fire",1979,http://open.spotify.com/track/0jyElqUm59deyol951jPsr
Party songs,Bourgie Bourgie,Ashford and Simpson,1979,http://open.spotify.com/track/2qwFWKUwT7SqADAWtWEn1s
Party songs,Brass in Pocket,The Pretenders,1979,http://open.spotify.com/track/3LRFgPsd8LwJb8TJchrAuO
Party songs,Break Dance – Electric Boogie,West Street Mob,1983,""
Party songs,Brimful of Asha,Cornershop,1997,http://open.spotify.com/track/3Zh5cecN8TqelTN30SJUww
Party songs,Buffalo Gals,Malcolm McLaren,1983,http://open.spotify.com/track/4gCo2r1gCEw70OAq9cF1uW
Party songs,Can’t Stand Me Now,The Libertines,2004,http://open.spotify.com/track/2cY5MaSgqNXLSkjGb5iRl1
Party songs,Car Wash,Rose Royce,1976,http://open.spotify.com/track/1tJtx09XQnxaynZLOaTNfZ
Party songs,Cigarettes and Alcohol,Oasis,1994,""
Party songs,Cloud Nine,The Temptations,1968,http://open.spotify.com/track/5yGqsTtt4oDRY1FdVsVqSL
Party songs,Cocaine Blues,Johnny Cash,1968,http://open.spotify.com/track/6ogJG0epBYDCMb37n8z637
Party songs,Cocktails for Two,Spike Jones and His City Slickers,1944,http://open.spotify.com/track/3JmwSgu1vxYXdblOJMXUQz
Party songs,Cokane in My Brain,Dillinger,1976,http://open.spotify.com/track/4qhRH8f3Du6ooDZFaKou45
Party songs,Cross the Tracks (We Better Go Back),Maceo and the Macks,1975,http://open.spotify.com/track/6n87nzWTGpNr26NbkNQoVv
Party songs,Da Funk,Daft Punk,1995,http://open.spotify.com/track/0MyY4WcN7DIfbSmp5yej5z
Party songs,Dance to the Music,Sly and the Family Stone,1968,http://open.spotify.com/track/6W9t1lhkATr4XrnXXgL2CV
Party songs,Dancing Queen,Abba,1976,http://open.spotify.com/track/2rgqPSIRAfaO2MGo9smdSX
Party songs,Dare,Gorillaz,2005,http://open.spotify.com/track/4Hff1IjRbLGeLgFgxvHflk
Party songs,Dat,Pluto Shervington,1976,""
Party songs,Din Daa Daa,George Kranz,1984,""
Party songs,Disco Inferno,The Trammps,1976,http://open.spotify.com/track/5jUA1njy3h6ynHLvPdEVHt
Party songs,Do What You Wanna Do,T-Connection,1977,http://open.spotify.com/track/5PzK3L2Lm4mbo0H89CAWzg
Party songs,Doctor Love,First Choice,1977,""
Party songs,Don’t Stop ’Til You Get Enough,Michael Jackson,1979,http://open.spotify.com/track/5NWKkTdkHSZalDaorymVHQ
Party songs,Drug Train,The Cramps,1980,http://open.spotify.com/track/4a61QVxWahKxq40GtkcS3x
Party songs,Everybody,Madonna,1982,http://open.spotify.com/track/3i6PtDe9qmRDBEdSSpouBB
Party songs,Feel Good Hit of the Summer,Queens of the Stone Age,2000,http://open.spotify.com/track/48l5x5ghGRhz10rbuKrI0n
Party songs,Flashdance,Irene Cara,1983,http://open.spotify.com/track/4H1wVutCHT8Pncz6jWjVrg
Party songs,Gabriel,Roy Davis Jr,1998,""
Party songs,Gin House Blues,Nina Simone,1975,http://open.spotify.com/track/0aGprKPHGtQyQZ9RCQ9mNI
Party songs,Girls Just Want to Have Fun,Cyndi Lauper,1983,http://open.spotify.com/track/7sMGwiS4vOMcz86ZY3vKYM
Party songs,Golden Skans,Klaxons,2007,http://open.spotify.com/track/0RG6G9tAMdFRASUf31TRxr
Party songs,Got Your Money,Ol’ Dirty Bastard,1999,""
Party songs,Great DJ,The Ting Tings,2008,http://open.spotify.com/track/3kmSzP8JUM4kUwPWbOFwqA
Party songs,Groove Is in the Heart,Deee-Lite,1990,http://open.spotify.com/track/2UVLuddklEVak5PXgC7baA
Party songs,Hang On in There Baby,Johnny Bristol,1974,http://open.spotify.com/track/03ZrvcYZGCYpimu6dYdhPY
Party songs,Happy,Max Sedgley,2003,http://open.spotify.com/track/4hIwQWVYQ3SMSjkVXrMJKv
Party songs,Hey Ya!,OutKast,2003,http://open.spotify.com/track/4QhYssD3qdSGd5yqW0h7cI
Party songs,He’s the Greatest Dancer,Sister Sledge,1979,http://open.spotify.com/track/5MuNxNox3zTanAFIO5KcTl
Party songs,Hit Me With Your Rhythm Stick,Ian Dury and the Blockheads,1978,""
Party songs,Hit the Bongo,Tito Puente,1968,""
Party songs,Holiday,Madonna,1983,http://open.spotify.com/track/2T8cZAwbhrTVjGwZo5c7sK
Party songs,Hot in Herre,Nelly,2002,http://open.spotify.com/track/652F9V2xyoY43Pj8urZ4zM
Party songs,House of Jealous Lovers,The Rapture,2002,http://open.spotify.com/track/7lsMHdLHRRkGElzVPn91ZW
Party songs,How Soon Is Now?,The Smiths,1985,""
Party songs,I Bet You Look Good On the Dancefloor,Arctic Monkeys,2005,http://open.spotify.com/track/5U2OpjVE3r64Nm8tyR2T9S
Party songs,I Love Rock’n’Roll,Joan Jett and the Blackhearts,1982,""
Party songs,I Wish,Skee-Lo,1995,""
Party songs,Is It All Over My Face,Loose Joints,1980,""
Party songs,I’m a Man,The Spencer Davis Group,1967,http://open.spotify.com/track/7vRhkN9rpM0FtDhBdZypn4
Party songs,I’m in the Mood for Dancing,The Nolans,1979,http://open.spotify.com/track/5ZfCBpUOj3guBzjQIsDhIr
Party songs,Jimmy Jimmy Aaja,Bappi Lahiri/Parvati Khan,1982,http://open.spotify.com/track/4I0v1IDuMR868pgT7y5PPM
Party songs,Jump (For My Love),The Pointer Sisters,1984,http://open.spotify.com/track/59K6GctkD8lWljFYa8eE6D
Party songs,Jump Around,House of Pain,1992,http://open.spotify.com/track/2oTDOIAdsxPTE7yAp4YOcv
Party songs,Just Can’t Get Enough,Depeche Mode,1981,http://open.spotify.com/track/4DAEaxpxKJy0Hq5mAiEnOO
Party songs,Kids,MGMT,2008,http://open.spotify.com/track/2IAcYOEnZWTn3yR6LDslRY
Party songs,LFO,LFO,1990,""
Party songs,Last Night Changed It All,Esther Williams,1976,http://open.spotify.com/track/6zMgWeJracgip80YQZsIj2
Party songs,Last Night a DJ Saved My Life,Indeep,1982,""
Party songs,Le Freak,Chic,1978,http://open.spotify.com/track/4HHQNuSudz9yv7piGFMchm
Party songs,Let the Music Play,Shannon,1983,http://open.spotify.com/track/5RgGHpa9S3txqJTxyRChx4
Party songs,Let’s Dance,David Bowie,1983,http://open.spotify.com/track/2nIuUXnHHzS3wymUhJdVa8
Party songs,Let’s Go Crazy,Prince,1984,http://open.spotify.com/track/7050AA1cNN8s3482pgx2bO
Party songs,Let’s Start II Dance Again,Hamilton Bohannon,1981,""
Party songs,Livin’ Thing,Electric Light Orchestra,1976,http://open.spotify.com/track/7l6rfNKHyD8MsXkJztfzFi
Party songs,Loaded,Primal Scream,1991,http://open.spotify.com/track/5uWCPq3jVOuiun7Uku3wiU
Party songs,Long Train Runnin’,Doobie Brothers,1973,http://open.spotify.com/track/6DwWChkbqCyv1wwflMkLRZ
Party songs,Lost in Music,Sister Sledge,1979,http://open.spotify.com/track/3FnkIp37lBYvHljKemR6zp
Party songs,Louie Louie,The Kingsmen,1963,http://open.spotify.com/track/3VctpyG5B5Y6dbTep9NmOP
