THEME,TITLE,ARTIST,YEAR,SPOTIFY_URL
Politics and protest,California Über Alles,Dead Kennedys,1979,http://open.spotify.com/track/5szJ8SMwQVEvvdk65w6M6g
Politics and protest,Check Out Your Mind,The Impressions,1970,http://open.spotify.com/track/112ofK4eq7gS0gRqNNxQMM
Politics and protest,Come Together,Primal Scream,1990,http://open.spotify.com/track/47VwP5BLMrkHLNX7Dx4f8L
Politics and protest,Company Policy,Martin Carthy,1988,""
Politics and protest,Cop Killer,Body Count,1992,""
Politics and protest,Dad’s Gonna Kill Me,Richard Thompson,2007,http://open.spotify.com/track/65fzTuQr4DhjQATlRq0u8Q
Politics and protest,Days of Fire,Nitin Sawhney,2008,""
Politics and protest,Eve of Destruction,Barry McGuire,1965,http://open.spotify.com/track/56PQfk2z3WaHJFTaz17kBo
Politics and protest,Fall On Me,REM,1986,http://open.spotify.com/track/3HiNG3o66L2FbsM8Y7Sg6D
Politics and protest,Fight the Power,Public Enemy,1989,http://open.spotify.com/track/3WsrkrLMD8vWmz5RyD6n9e
Politics and protest,Free Nelson Mandela,The Special AKA,1984,http://open.spotify.com/track/57mY4qUaUegA3jvoyoz7oT
Politics and protest,Fuck tha Police,NWA,1988,http://open.spotify.com/track/5Fdj7YRwgfP6HcIK0e8NP1
Politics and protest,Ghost Town,The Specials,1981,http://open.spotify.com/track/7iOA86nwA7RF3GwMa93H0v
Politics and protest,Give Peace a Chance,John Lennon,1969,""
Politics and protest,Glad to Be Gay,Tom Robinson,1978,http://open.spotify.com/track/15mRglwFDmZEF5D0HfsiaQ
Politics and protest,God Save the Queen,Sex Pistols,1977,http://open.spotify.com/track/7mkLlx81e3LaCrPVZYOBCT
Politics and protest,Going Underground,The Jam,1980,http://open.spotify.com/track/0hhikHUpfUlMBRD2gSf0mu
Politics and protest,Harrowdown Hill,Thom Yorke,2006,http://open.spotify.com/track/2C3xIudHEjCIS5KT4JuM0b
Politics and protest,How Can a Poor Man Stand Such Times and Live?,Blind Alfred Reed,1929,http://open.spotify.com/track/0kKl93KcM7R4qtU7wp4ake
Politics and protest,Hurricane,Bob Dylan,1975,http://open.spotify.com/track/6ZRnk0vJtbgbReepK6m469
Politics and protest,I Ain’t Marching Anymore,Phil Ochs,1965,http://open.spotify.com/track/1IA8LarhcLMkwsI7wP0QQl
Politics and protest,I Am the Walrus,The Beatles,1967,""
Politics and protest,I Fought the Law,Bobby Fuller Four,1965,http://open.spotify.com/track/6Um3XCAxl9YfFmAnGl93xc
Politics and protest,I Was Born This Way,Carl Bean,1977,""
Politics and protest,If the Kids Are United,Sham 69,1977,http://open.spotify.com/track/2ZybCRD7fboSUv7HkXyjuN
Politics and protest,In the Ghetto,Elvis Presley,1969,http://open.spotify.com/track/7na7MmpePvl0nErQIQteBG
Politics and protest,I’m Coming Out,Diana Ross,1980,http://open.spotify.com/track/0ew27xRdxSexrWbODuLfeE
Politics and protest,I’m Gonna Be an Engineer,Peggy Seeger,1973,http://open.spotify.com/track/1bXhsrCeznTkbigKIqVIQq
Politics and protest,John Walker’s Blues,Steve Earle,2002,""
Politics and protest,Just Say No,Cast of Grange Hill,1986,""
Politics and protest,Keep Ya Head Up,Tupac,1993,http://open.spotify.com/track/73hn54pVkteT7E2CrdAlvU
Politics and protest,Kick Out the Jams,MC5,1968,http://open.spotify.com/track/3MVHpVZrmLyxvWFeN9fooF
Politics and protest,Killing in the Name,Rage Against the Machine,1992,http://open.spotify.com/track/2bzT8XRcAaQ3IZdrT6RogY
Politics and protest,Legalize It,Peter Tosh,1976,http://open.spotify.com/track/3j4f5c97RD6GxVeUySXyUd
Politics and protest,Long Walk to DC,The Staple Singers,1968,http://open.spotify.com/track/7yDbI673oElwJy891HuBHZ
Politics and protest,Maggie’s Farm,Bob Dylan,1965,http://open.spotify.com/track/594Kh8VcfpZgFqeWrtlNnP
Politics and protest,Masters of War,Bob Dylan,1963,http://open.spotify.com/track/56inmm09BxbQvjZfSexaSM
Politics and protest,Material Girl,Madonna,1985,http://open.spotify.com/track/37HSCAcjOpQ31XRoeMCa60
Politics and protest,Me and Giuliani Down By the Schoolyard (A True Story),!!!,2003,""
Politics and protest,Melting Point,Blue Mink,1969,""
Politics and protest,Mercy Mercy Me (The Ecology),Marvin Gaye,1971,http://open.spotify.com/track/72rvx9ydiRGPjvE9Hy1Fi5
Politics and protest,Monkey Gone to Heaven,Pixies,1989,http://open.spotify.com/track/2VX2QRAGKPyqMZU8cFZ3Ib
Politics and protest,Monster,Steppenwolf,1969,http://open.spotify.com/track/5gN9AKEIJgccrIBBMCKs68
Politics and protest,My Generation,The Who,1965,http://open.spotify.com/track/4kxrawSkeAoJiASQArwqYO
Politics and protest,Not Ready to Make Nice,Dixie Chicks,2006,http://open.spotify.com/track/65SgC0WRidtEYjWp4wwBDs
Politics and protest,Now That The Buffalo's Gone,Buffy Sainte-Marie,1964,http://open.spotify.com/track/6yacBc7zjbSG2ebrwtLhtJ
Politics and protest,Ohio,"Crosby, Stills, Nash and Young",1970,http://open.spotify.com/track/0eFqH9smOTiNNecXMpFIi2
Politics and protest,Okie from Muskogee,Merle Haggard,1969,http://open.spotify.com/track/1BlR9w48cl5fBtebabidTM
Politics and protest,On the Blanket,Mick Hanly with Christy Moore,1980,""
Politics and protest,Peace Train,Cat Stevens,1971,http://open.spotify.com/track/0kPj8oXqC8iz8AYJc3UUka
Politics and protest,People Get Ready,The Impressions,1965,http://open.spotify.com/track/1MlXd4giftxXZgeMItb3PQ
Politics and protest,Police and Thieves,Junior Murvin,1976,http://open.spotify.com/track/3cnvTMZRhkbzea0KC4Y4We
Politics and protest,Rainin’ in Paradize,Manu Chao,2007,http://open.spotify.com/track/66gj35rWhKtwzTt4603exF
Politics and protest,Redemption Song,Bob Marley,1980,http://open.spotify.com/track/0RiNfhn21ykBakicd7igLK
Politics and protest,Respect,Aretha Franklin,1967,http://open.spotify.com/track/3OYh9wHWqWD6bpmO3WQNlM
Politics and protest,Revolution,Spacemen 3,1989,""
Politics and protest,Revolution,The Beatles,1968,""
Politics and protest,Rockin’ in the Free World,Neil Young,1989,http://open.spotify.com/track/66DoazlvE7LmUT47pfLQam
Politics and protest,Role Model,Eminem,1999,http://open.spotify.com/track/3mUVtVZZJXmjZTUBvfQ4ik
Politics and protest,Running the World,Jarvis Cocker,2006,http://open.spotify.com/track/3vHqlBYlLgog7dOJn8K0Tu
Politics and protest,Sam Stone,John Prine,1971,""
Politics and protest,Say It Loud – I’m Black and I’m Proud,James Brown,1968,http://open.spotify.com/track/6SP5GXlyb0yiCCMODUjeFb
Politics and protest,Shipbuilding,Robert Wyatt,1982,""
Politics and protest,Short People,Randy Newman,1977,http://open.spotify.com/track/6emIUUgOV0lPgUYbJ1RZ7I
Politics and protest,Sign o’ the Times,Prince,1987,http://open.spotify.com/track/4Yenz5JZZOUiZSeyKY8bDz
Politics and protest,Slavery Days,Burning Spear,1975,http://open.spotify.com/track/1YiCnD7YmmCXWLregZmdoM
Politics and protest,Smalltown Boy,Bronski Beat,1984,http://open.spotify.com/track/1nz1xzqPN4xYZtR4zgiLxt
Politics and protest,Southern Man,Neil Young,1970,http://open.spotify.com/track/1JqNtFOi0K8xUpfeNHMPJz
Politics and protest,Stand Down Margaret,The Beat,1980,http://open.spotify.com/track/3Yhr8WrFPnwBFwxhFLUwzh
Politics and protest,Stand Up for Judas,Roy Bailey,1979,""
Politics and protest,Stop the Violence,Boogie Down Productions,1988,""
Politics and protest,Straight to Hell,The Clash,1982,http://open.spotify.com/track/7mjrA5T6KQ4sb0qSgUu5nJ
Politics and protest,Strange Fruit,Billie Holliday,1939,http://open.spotify.com/track/67q3zVsJsPRks4k0eomEWy
Politics and protest,Street Fighting Man,The Rolling Stones,1968,http://open.spotify.com/track/7eZ2NUG1G7SKssQqt4uRcy
Politics and protest,Streets of Sorrow/Birmingham Six,The Pogues,1988,http://open.spotify.com/track/2k4Gltjyhvfe9yCHN99tyD
Politics and protest,Suicide Is Painless (Theme from M*A*S*H),Johnny Mandel,1970,""
Politics and protest,Sunday Bloody Sunday,U2,1983,http://open.spotify.com/track/7JLEWweiny60arxyKTKIwl
Politics and protest,Suspect Device,Stiff Little Fingers,1978,http://open.spotify.com/track/7Ig7b1MJJKbNyTxLU6u9rZ
Politics and protest,Swimsuit Issue,Sonic Youth,1992,http://open.spotify.com/track/0imXml1hX6wo9xGfCV6n8M
Politics and protest,Television: The Drug of the Nation,The Disposable Heroes of Hiphoprisy,1991,http://open.spotify.com/track/4ktMrTwZD42cZThzZlHcgT
Politics and protest,The Ballad of Sharpeville,Ewan MacColl,1960,""
Politics and protest,The Bourgeois Blues,Leadbelly,1938,http://open.spotify.com/track/4gMvW0NSjknhTQOsIIFIkQ
Politics and protest,The Cottager’s Reply,Chris Wood,2008,""
Politics and protest,The Day After Tomorrow,Tom Waits,2004,http://open.spotify.com/track/6ipRDQPnSMst9V3wVQjVGg
Politics and protest,The Eton Rifles,The Jam,1979,http://open.spotify.com/track/3Q1p4GBjyj6n54oFBCicwB
Politics and protest,The Internationale,Sheffield Socialist Choir,1992,""
Politics and protest,The Killing of Georgie (Part I and II),Rod Stewart,1976,http://open.spotify.com/track/1VcmUcqIu77SOnRjAvbFTc
Politics and protest,The Man Don’t Give a Fuck,Super Furry Animals,1996,http://open.spotify.com/track/00QZGqUswem6nUiqAKs6Po
Politics and protest,The Message,Grandmaster Flash and the Furious Five,1982,http://open.spotify.com/track/5DuTNKFEjJIySAyJH1yNDU
Politics and protest,The Old Man’s Back Again (Dedicated to the Neo-Stalinist Regime),Scott Walker,1969,http://open.spotify.com/track/23LS90srRC3n86OWgUBUQx
Politics and protest,The Proud,Talib Kweli,2002,http://open.spotify.com/track/5TrG4AXuPoVnw7QQnira5J
Politics and protest,The Star-Spangled Banner,Jimi Hendrix,1969,http://open.spotify.com/track/5l3d4azo71WotmWhRc1zqM
Politics and protest,The Sun Is Burning,Ian Campbell Folk Group,1964,""
Politics and protest,The Times They Are a-Changin’,Bob Dylan,1964,http://open.spotify.com/track/2zlP1bRIxUiEjApkELiGYd
Politics and protest,The Village Green Preservation Society,The Kinks,1968,""
Politics and protest,The “Fish” Cheer/I-Feel-Like-I’m-Fixin’-to-Die Rag,Country Joe and the Fish,1967,""
Politics and protest,This Land Is Your Land,Woody Guthrie,1944,http://open.spotify.com/track/7CNaYAdLyi86kofGafReiT
Politics and protest,Thou Shalt Always Kill,Dan Le Sac vs Scroobius Pip,2007,http://open.spotify.com/track/2dG4zJhjTK9BkcQQTM9A57
Politics and protest,Tramp the Dirt Down,Elvis Costello,1989,http://open.spotify.com/track/2pvGHaskdT2ZrKlXCVr03g
Politics and protest,Trouble Every Day,The Mothers of Invention,1966,""
Politics and protest,Two Tribes,Frankie Goes To Hollywood,1984,""
Politics and protest,Víctor Jara of Chile,Dick Gaughan,1985,""
Politics and protest,War Pigs,Black Sabbath,1971,http://open.spotify.com/track/1V0mETNS6mfKRtihAMTtxy
Politics and protest,War,Edwin Starr,1970,http://open.spotify.com/track/0cs3dkKsYJwdauvRRJaCOm
Politics and protest,We Are the World,USA for Africa,1985,""
Politics and protest,We Care a Lot,Faith No More,1985,http://open.spotify.com/track/2bg3JPk02VNXWxEnrWHbSL
Politics and protest,We Shall Overcome,Pete Seeger,1963,http://open.spotify.com/track/4LLjj2lFgaSWsHw7uWDqDj
Politics and protest,Wham Rap! (Enjoy What You Do),Wham!,1982,http://open.spotify.com/track/0kA7p1R4Cx6CMpUG4tPKfI
Politics and protest,What’s Going On?,Marvin Gaye,1971,http://open.spotify.com/track/42PyxnviKRfOa8z39g8aZj
Politics and protest,When the President Talks to God,Bright Eyes,2005,http://open.spotify.com/track/1ScpEIsS1pVNXWafHc3tat
Politics and protest,When the Ship Comes In,Bob Dylan,1964,http://open.spotify.com/track/0ILmjZkTZsPKjsZaEPmatw
Politics and protest,White Riot,The Clash,1977,http://open.spotify.com/track/40t0GuTTYhobrOijf3PfEP
Politics and protest,Whitey On the Moon,Gil Scott-Heron,1970,http://open.spotify.com/track/0Ko176OJTtK3ubUtzdXINI
Politics and protest,Windowsill,Arcade Fire,2007,http://open.spotify.com/track/4qkqZdYBTa5B5f6ppIXu37
Politics and protest,You Haven’t Done Nothin’,Stevie Wonder,1974,http://open.spotify.com/track/6iNsJeA9xAbfiGAOzsI93H
Politics and protest,Zimbabwe,Bob Marley and the Wailers,1979,http://open.spotify.com/track/3saDCpULymKQcyY8Ia0ULi
Politics and protest,Zombie,Fela Kuti,1977,http://open.spotify.com/track/0tOqZJsRP90T91Jx4pzAjB
Sex,"Don’t Come the Cowboy With Me, Sonny Jim!",Kirsty MacColl,1989,http://open.spotify.com/track/2K0gFbHUwMJqXNfm7fJnRg
Sex,"Hold On, I’m Comin’",Sam and Dave,1966,http://open.spotify.com/track/6PgVDY8GTkxF3GmhVGPzoB
Sex,"I’m Gonna Love You Just a Little More, Baby",Kellee Patterson,1976,""
Sex,"Shake, Rattle and Roll",Big Joe Turner,1954,http://open.spotify.com/track/7aLoa1F3EoM8AeC6Ao1RKz
Sex,(Love Is Like a) Heat Wave,Martha and the Vandellas,1963,http://open.spotify.com/track/1qCbiWAHRybIDOfdkzOK7e
Sex,A Case of You,Joni Mitchell,1971,http://open.spotify.com/track/42kn5anz7d6ykieCG0yIbH
Sex,Animal Nitrate,Suede,1993,http://open.spotify.com/track/5MQ5IbHbvjVvbKGXuwpu0b
Sex,Another Girl,The Beatles,1965,""
Sex,Babies,Pulp,1992,http://open.spotify.com/track/2g958u66qASAxbzoO5Vva3
Sex,Baby Wants to Ride,Jamie Principle,1987,""
Sex,Between the Bars,Elliott Smith,1997,http://open.spotify.com/track/6UgmVIVyznBDdkpqkKyc1O
Sex,Between the Sheets,The Isley Brothers,1983,http://open.spotify.com/track/0RBg0YkVr7B6PGgK13PUhw
Sex,Bizarre Love Triangle,New Order,1986,http://open.spotify.com/track/3IZYwVzsjbyw4QxbDmR3Sf
Sex,Black Diamond,Kiss,1974,http://open.spotify.com/track/6ChyfMvHeIdX7vaNR249AK
Sex,Bob’s Yer Uncle,Happy Mondays,1990,http://open.spotify.com/track/7p9Dw7RS1uTJubzRGRGHLV
Sex,Brown Sugar,D’Angelo,1995,http://open.spotify.com/track/3tyUh8UpK0PVu00AjbP1UG
Sex,Closer,Nine Inch Nails,1994,http://open.spotify.com/track/5mHiMTaFI51iB533K7qjzG
Sex,Come Again,Au Pairs,1981,""
Sex,Come On Eileen,Dexys Midnight Runners,1982,http://open.spotify.com/track/7L1h8TN56ynoes6aZ4kNs2
Sex,Crimson and Clover,Tommy James and the Shondells,1968,http://open.spotify.com/track/1vXuYPpkLjn1v06E2EsWQY
Sex,Cruisin’ the Streets,Boys Town Gang,1981,""
Sex,Da Ya Think I’m Sexy,Rod Stewart,1978,http://open.spotify.com/track/42GthmiW6mIvcyaJHdMk30
Sex,Darling Be Home Soon,The Lovin’ Spoonful,1967,http://open.spotify.com/track/0WyaWFJqhVdHxK2pY9Xg8U
Sex,Darling Nikki,Prince and the Revolution,1984,http://open.spotify.com/track/7bBT7pJXCyH5i7Y3AaiUNW
Sex,Desire,U2,1988,http://open.spotify.com/track/3caWBz55YTpETVOJvHBI6C
Sex,Do You Remember the First Time?,Pulp,1994,http://open.spotify.com/track/3rhITD3Q7qlOMCebBTHL8N
Sex,Electric Feel,MGMT,2008,http://open.spotify.com/track/2eGHyarZyRvUgFI4d3G8GN
Sex,Empty Bed Blues,Bessie Smith,1928,http://open.spotify.com/track/3WJNDpUfN9RiWbVNSXteoD
Sex,Fancy,Bobbie Gentry,1969,http://open.spotify.com/track/6aarvZBVzYo3sp4NYOBqCp
Sex,Fastlove,George Michael,1996,http://open.spotify.com/track/5y0RtJTOSuy864erUivf0J
Sex,French Kiss,Lil’ Louis,1989,""
Sex,Fuck the Pain Away,Peaches,2000,http://open.spotify.com/track/1XHFob24QklIXtLRopKirJ
Sex,Fujiyama Mama,Wanda Jackson,1957,http://open.spotify.com/track/56xQ4YLqsIZ4Kc6R3WEHAx
Sex,Get It On,T Rex,1971,http://open.spotify.com/track/53sjKpBzCxzmkQIaB0Sbq3
Sex,Get On Top,Tim Buckley,1972,http://open.spotify.com/track/2OqesAvEfzM5KvBHhRlz5l
Sex,Get Up (I Feel Like Being a) Sex Machine,James Brown,1970,http://open.spotify.com/track/5uCdgBAqYPWQ2HGpJVGAeD
Sex,Gigantic,Pixies,1988,http://open.spotify.com/track/2WajMsuB3N7cv5SF12NJeX
Sex,Gimme! Gimme! Gimme! (A Man After Midnight),Abba,1979,http://open.spotify.com/track/2TjNlK2tNBxF8C8RIaK9Gb
Sex,Girls and Boys,Blur,1994,http://open.spotify.com/track/3Y23PZn79fu2uaefLBCJyz
Sex,Give Him a Great Big Kiss,Shangri-Las,1965,http://open.spotify.com/track/5eByLONVak5rrPBnS29nWn
Sex,Guilty,Barbra Streisand and Barry Gibb,1981,http://open.spotify.com/track/60mGckXEG1EzR4VmjYLfEW
Sex,Heads High,Mr Vegas,1998,http://open.spotify.com/track/4LCmlA4r2kaQ5d5Hld8y26
Sex,Help Me Make It Through the Night,Kris Kristofferson,1970,http://open.spotify.com/track/2Os4SR7qNgb6vKa6cXQSUZ
Sex,High Fidelity,Elvis Costello and the Attractions,1980,http://open.spotify.com/track/0FKPuEwGl4zunq0HKcoxQ5
Sex,Honky Tonk Women,The Rolling Stones,1969,http://open.spotify.com/track/0KoKNKBkQaAulzTJ5WLV6I
Sex,I Feel the Earth Move,Carole King,1971,http://open.spotify.com/track/437fpvkvab2A1kyZWr99u1
Sex,I Just Want to Make Love to You,Etta James,1961,http://open.spotify.com/track/7A96l8P8UmFPhdu7pQ8SMe
Sex,I Touch Myself,Divinyls,1991,http://open.spotify.com/track/6oNvmplQGUkmAh441Teows
Sex,I Wanna Be Your Dog,The Stooges,1969,http://open.spotify.com/track/6clhKRH03Y0FWMTW3R1pHq
Sex,I Want My Cock,Owen and Leon,1965,""
Sex,I Want You,Bob Dylan,1966,http://open.spotify.com/track/6hMr51jPiGsyI16VfO8wmO
Sex,I Want You,Elvis Costello and the Attractions,1986,http://open.spotify.com/track/4LBnvKaSC9RqnFYA0LDIGt
Sex,I Want Your Sex,George Michael,1987,http://open.spotify.com/track/4g4UjSFx9QCTt2mqJwr4fW
Sex,If I Was Your Girlfriend,Prince,1987,http://open.spotify.com/track/6K3bHdKpYnFsWf0TpoEm1E
Sex,If That’s Your Boyfriend (He Wasn’t Last Night),Me’Shell Ndegeocello,1993,http://open.spotify.com/track/1VUtTNkTTkFnlHZnkS8gEf
Sex,Ignition (Remix),R Kelly,2003,http://open.spotify.com/track/7uN7snLDoM1WTmMcTxNreb
Sex,In Every Dream Home a Heartache,Roxy Music,1973,http://open.spotify.com/track/3Wkho6tesTh4aF80T6evqH
Sex,Inside My Love,Minnie Riperton,1975,http://open.spotify.com/track/3oxLJ747VFQTlAdrVMpznH
Sex,I’m On Fire,Bruce Springsteen,1985,http://open.spotify.com/track/0BDQUifzYaoHojBcnqwH7U
Sex,Je T’Aime ... Moi Non Plus,Jane Birkin and Serge Gainsbourg,1969,""
Sex,Justify My Love,Madonna,1990,http://open.spotify.com/track/5pIYRfMMlLw7NXg1ey8bRA
Sex,Kangaroo,Big Star,1978,""
Sex,Khia,"My Neck, My Back (Lick It)",2002,http://open.spotify.com/track/0XPLAWXQ03Tlk94CltCj9S
Sex,Kiss,Prince and the Revolution,1986,http://open.spotify.com/track/1XoOSVy4rHDyd6u8XbZ0s5
Sex,Lady Marmalade,Labelle,1974,http://open.spotify.com/track/3xqe6BzisHN08DOYYqTcsh
Sex,Lay Lady Lay,Bob Dylan,1969,http://open.spotify.com/track/6wo0JCftDQbbo9nsGKLzk2
Sex,Let’s Get It On,Marvin Gaye,1973,http://open.spotify.com/track/5qAV9Xmezj2Fb2cUkZCKqS
Sex,Let’s Make Love and Listen to Death from Above,CSS,2006,http://open.spotify.com/track/4Cz17oLEdM9MY5BYtd0S2N
Sex,Let’s Spend the Night Together,The Rolling Stones,1967,http://open.spotify.com/track/2Zko8gc25EbLJ7GCWAaB6E
Sex,Let’s Talk About Sex,Salt-n-Pepa,1990,""
Sex,Little Red Corvette,Prince,1983,http://open.spotify.com/track/5sjTUwMJeAzGSCmpYJzgd4
Sex,Love Child,Diana Ross and the Supremes,1968,http://open.spotify.com/track/2OukOzuIXcJFz9apg4gSuM
Sex,Love in an Elevator,Aerosmith,1989,http://open.spotify.com/track/1SDr4rc6YRpaLDkJURW3sY
Sex,Love to Love You Baby,Donna Summer,1975,http://open.spotify.com/track/3XlWYam3ILQ9txcjjjJixQ
Sex,Lyin’ Eyes,The Eagles,1975,""
Sex,Me and Mrs Jones,Billy Paul,1972,http://open.spotify.com/track/5GYcaVfaFBHe2gzA6Oybgj
Sex,Milkshake,Kelis,2003,http://open.spotify.com/track/2cMTIlktg3M9mXYqCPqw1J
Sex,My Ding-a-Ling,Chuck Berry,1972,http://open.spotify.com/track/2x54atSzwJO7zngKHdePjb
Sex,No Pussy Blues,Grinderman,2007,http://open.spotify.com/track/7hdfYPz4MaEcAH97E0S6vW
Sex,Norwegian Wood (This  Bird Has Flown),The Beatles,1965,""
Sex,Nude Photo,Rhythim Is Rhythim,1987,""
Sex,OPP,Naughty by Nature,1991,http://open.spotify.com/track/70zkTsvURu74HmCrEja7e4
Sex,One Minute Man,Missy Elliott,2001,http://open.spotify.com/track/4SZG38k0cKCMrmpu2mPpD2
Sex,Oops (Oh My),Tweet,2002,""
Sex,Orgasm Addict,Buzzcocks,1977,http://open.spotify.com/track/4iUvyJkurdF6iDzdY4Z4al
Sex,Passion,The Flirts,1982,""
Sex,Pictures of Lily,The Who,1967,http://open.spotify.com/track/7mUd2EEqieY6tcAdEzzuWs
Sex,Pull Up to the Bumper,Grace Jones,1981,http://open.spotify.com/track/3nkuemN1DlyHYZCk5eZYLn
Sex,Red Light Special,TLC,1994,http://open.spotify.com/track/2p4kivh3HWz9TiyIuFuzlY
Sex,Reel Around the Fountain,The Smiths,1984,""
Sex,Relax,Frankie Goes to Hollywood,1983,""
Sex,Rene,Small Faces,1968,""
Sex,Roxanne,The Police,1978,http://open.spotify.com/track/4pe9XMdCpgblon0CrB9jtm
Sex,Saving All My Love for You,Whitney Houston,1985,http://open.spotify.com/track/0659KEGBXXfDy2pbCtZ9Wd
Sex,Say My Name,Destiny’s Child,1999,http://open.spotify.com/track/2gSyc23Hua25fqSFpgAh6W
Sex,Sex On Fire,Kings of Leon,2008,http://open.spotify.com/track/395C2pn0PdOYPzM4B1jLoO
Sex,Sexual Healing,Marvin Gaye,1982,http://open.spotify.com/track/6PctvwtmRSIwmTc4HtBzJT
Sex,Sheffield: Sex City,Pulp,1992,http://open.spotify.com/track/75DYVxFFKJ9sHiGlVB3vT9
Sex,Sledgehammer,Peter Gabriel,1986,""
Sex,Smile,Lily Allen,2006,http://open.spotify.com/track/1elLIGWtTXFm5NSRHDa4w1
Sex,Some Velvet Morning,Nancy Sinatra and Lee Hazlewood,1967,http://open.spotify.com/track/2X89x2pEAeDgSIK3ag1jHU
Sex,Stay With Me,The Faces,1971,http://open.spotify.com/track/6qpWQy2fQy7X0jJTg7UoiO
Sex,Stutter,Elastica,1993,http://open.spotify.com/track/6R8t6SQX1692z5S112XMkJ
Sex,Summer (The First Time),Millie Jackson,1974,""
Sex,Super Freak,Rick James,1981,http://open.spotify.com/track/00FCfK15gIqylm8xeO4pjx
Sex,Telephone Love,JC Lodge,1988,http://open.spotify.com/track/3cWpbffv5WFX2g5n99L1th
Sex,Tent,Bonzo Dog Doo-Dah Band,1969,http://open.spotify.com/track/1Iv81TnJcanYzk4uyewcNi
Sex,The Drowners,Suede,1992,http://open.spotify.com/track/05eSuaEKkmlvf0svK1QW1v
Sex,The Man That I Am With My Man,The Hidden Cameras,2003,http://open.spotify.com/track/4O1lOLB77K8jOilQOYnULt
Sex,Triad,The Byrds,1968,http://open.spotify.com/track/3Vcbq1XGXbvwXT9wC4XJjj
Sex,Try Again,Aaliyah,2000,http://open.spotify.com/track/2CM7CAL7aJ5WkPU0oGbA96
Sex,Turning Japanese,The Vapors,1980,http://open.spotify.com/track/30cHDhxUqgnHq78hv5UjMx
Sex,Tutti Frutti,Little Richard,1955,http://open.spotify.com/track/17nFSc5cJ3AHKt7qsGFtsz
Sex,Vaseline,Elastica,1995,http://open.spotify.com/track/3CFreeQN3KprsAO9Io0MpP
Sex,Venus in Furs,The Velvet Underground,1967,http://open.spotify.com/track/3BS0Y8iDtIK5SDvXpxUN17
Sex,Wake Up and Make Love With Me,Ian Dury and the Blockheads,1977,""
Sex,Warm Leatherette,The Normal,1978,http://open.spotify.com/track/6LNFfNZ5HL9lDQpB52eGOh
Sex,Wet Dream,Max Romeo,1968,http://open.spotify.com/track/2vV6qYsr3GAtejs2hE1dV3
Sex,When The Sun Goes Down,Arctic Monkeys,2006,http://open.spotify.com/track/2iuIqCjjPKg3DYwHHAo0kJ
Sex,Whole Lotta Love,Led Zeppelin,1969,""
Sex,Whole Lotta Shakin’ Goin’ On,Jerry Lee Lewis,1957,http://open.spotify.com/track/3VIQihiCjAPP22iG0z0iJ9
Sex,Who’s That Girl?,Eurythmics,1983,http://open.spotify.com/track/0qO7FkKWdHPc1Si1Z2nLZm
Sex,Wild Thing,The Troggs,1966,http://open.spotify.com/track/12PKavTaqOLlyC7tRWO4dw
Sex,Wild Thing,Tone Loc,1989,http://open.spotify.com/track/14xYQ6TjnKfEeAGl4C38oq
Sex,Work It,Missy Elliott,2002,http://open.spotify.com/track/5p3WoFtEm7HrRp8lKxKICu
Sex,Wreck a Buddy,Soul Sisters,1969,http://open.spotify.com/track/5y8N3Wr5bLv40PdFK3oC54
Sex,You Ain’t Woman Enough,Loretta Lynn,1966,http://open.spotify.com/track/0HIDHxooesFQ1zAZ3Vahgm
Sex,You Can Leave Your Hat On,Randy Newman,1972,http://open.spotify.com/track/6g15icndZ6ig2CtKcayHHx
Sex,You Sexy Thing,Hot Chocolate,1975,http://open.spotify.com/track/3FJ86KB6nSQ1vTJbupZmmv
Sex,You Shook Me All Night Long,AC/DC,1980,""
Sex,… Baby One More Time,Britney Spears,1998,http://open.spotify.com/track/52SrRaRC2SlJ2dno1flkg2